Subname,Name,Category,Modification,Red,Green,Blue,Blue_Yellow,Green_Magenta,Lightness,Hue,Saturation,Value
image (1013)_Apple_healthy_Apple_healthy,image (1013)_Apple_healthy_bilateralfilter_bilateralfilter,Apple_healthy,bilateralfilter_bilateralfilter,0.334077715,0.3747079749999999,0.412136895,0.0235912845,0.007674273,0.3715066299999999,0.22921095,0.13806212,0.38006354
image (1013)_Apple_healthy_Apple_healthy,image (1013)_Apple_healthy_cannyedge_cannyedge,Apple_healthy,cannyedge_cannyedge,0.333348035,0.37689209,0.405361025,0.025261774,0.00778480835,0.370958125,0.22835908,0.131932015,0.385750665
image (1013)_Apple_healthy_Apple_healthy,image (1013)_Apple_healthy_hsv_hsv,Apple_healthy,hsv_hsv,0.32644162,0.334684875,0.38683661,0.028132296,0.0071909234,0.341665335,0.21984934,0.120754902,0.3396922049999999
image (1013)_Apple_healthy_Apple_healthy,image (1013)_Apple_healthy_lab_lab,Apple_healthy,lab_lab,0.322690785,0.330698385,0.394198435,0.0398684765,0.0077337285,0.36452202,0.228021085,0.130743045,0.32370805
image (1013)_Apple_healthy_Apple_healthy,image (1013)_Apple_healthy_medianblursmallnoise_medianblursmallnoise,Apple_healthy,medianblursmallnoise_medianblursmallnoise,0.311088565,0.28279622,0.26919048,0.030708313,0.00686645515,0.323232025,0.13516744,0.1154581674999999,0.334866835
image (1013)_Apple_healthy_Apple_healthy,image (1013)_Apple_healthy_morphologicalgradient_morphologicalgradient,Apple_healthy,morphologicalgradient_morphologicalgradient,0.3287999,0.3390421999999999,0.395540225,0.04127975,0.0080074885,0.36119443,0.232750545,0.1341963199999999,0.33055534
image (1135)_Apple_healthy_Apple_healthy,image (1135)_Apple_healthy_bilateralfilter_bilateralfilter,Apple_healthy,bilateralfilter_bilateralfilter,0.322551115,0.32503682,0.38985387,0.0318383675,0.0075637654,0.351075225,0.2215887899999999,0.131250195,0.32601305
image (1135)_Apple_healthy_Apple_healthy,image (1135)_Apple_healthy_cannyedge_cannyedge,Apple_healthy,cannyedge_cannyedge,0.3153801,0.3189245899999999,0.381437935,0.0308434169999999,0.0073273976,0.34277439,0.216666855,0.127148625,0.320688885
image (1135)_Apple_healthy_Apple_healthy,image (1135)_Apple_healthy_hsv_hsv,Apple_healthy,hsv_hsv,0.3195066749999999,0.330531495,0.39162162,0.041391182,0.0077737342,0.36060918,0.22025581,0.13136306,0.32502595
image (1135)_Apple_healthy_Apple_healthy,image (1135)_Apple_healthy_lab_lab,Apple_healthy,lab_lab,0.32020476,0.32985643,0.3856613,0.0239636525,0.0061035155,0.34016988,0.2141378,0.1154980025,0.33973786
image (1135)_Apple_healthy_Apple_healthy,image (1135)_Apple_healthy_medianblursmallnoise_medianblursmallnoise,Apple_healthy,medianblursmallnoise_medianblursmallnoise,0.2790451,0.367627815,0.39138794,0.0131607055,0.00643048975,0.374902995,0.197601315,0.118391855,0.35457611
image (1135)_Apple_healthy_Apple_healthy,image (1135)_Apple_healthy_morphologicalgradient_morphologicalgradient,Apple_healthy,morphologicalgradient_morphologicalgradient,0.317133395,0.32597321,0.390221515,0.0343396105,0.00740198,0.359711285,0.2175918,0.12558424,0.31967163
image (1225)_Apple_healthy_Apple_healthy,image (1225)_Apple_healthy_bilateralfilter_bilateralfilter,Apple_healthy,bilateralfilter_bilateralfilter,0.31840007,0.37821135,0.41457811,0.021870931,0.0074704487,0.3678162849999999,0.21533966,0.13152759,0.38100878
image (1225)_Apple_healthy_Apple_healthy,image (1225)_Apple_healthy_cannyedge_cannyedge,Apple_healthy,cannyedge_cannyedge,0.28402328,0.34673691,0.405502325,0.009918213,0.0052261352,0.3463935849999999,0.22766113,0.1236724855,0.3489685099999999
image (1225)_Apple_healthy_Apple_healthy,image (1225)_Apple_healthy_hsv_hsv,Apple_healthy,hsv_hsv,0.28208565,0.35618051,0.38909913,0.0116684854999999,0.0061483944999999,0.361027435,0.234446805,0.126760145,0.36912806
image (1225)_Apple_healthy_Apple_healthy,image (1225)_Apple_healthy_lab_lab,Apple_healthy,lab_lab,0.2595689399999999,0.182851155,0.26897854,0.0,0.0,0.25566949,0.069342722,0.081634525,0.2752516
image (1225)_Apple_healthy_Apple_healthy,image (1225)_Apple_healthy_medianblursmallnoise_medianblursmallnoise,Apple_healthy,medianblursmallnoise_medianblursmallnoise,0.3156545349999999,0.328437635,0.382372795,0.0302139595,0.0071778588,0.3506018199999999,0.2196175699999999,0.12463161,0.3259541999999999
image (1225)_Apple_healthy_Apple_healthy,image (1225)_Apple_healthy_morphologicalgradient_morphologicalgradient,Apple_healthy,morphologicalgradient_morphologicalgradient,0.33021893,0.369945325,0.396045895,0.023932206,0.0073750811999999,0.3680714349999999,0.21634018,0.1250685249999999,0.37962262
image (1239)_Apple_healthy_Apple_healthy,image (1239)_Apple_healthy_bilateralfilter_bilateralfilter,Apple_healthy,bilateralfilter_bilateralfilter,0.32501221,0.00495910635,0.04043579,0.0,0.0,0.037002564,0.0484466555,0.26512146,0.33798218
image (1239)_Apple_healthy_Apple_healthy,image (1239)_Apple_healthy_cannyedge_cannyedge,Apple_healthy,cannyedge_cannyedge,0.25991624,0.344553305,0.38877918,0.0118870885,0.00580818435,0.34846644,0.19826581,0.1213812075,0.346054565
image (1239)_Apple_healthy_Apple_healthy,image (1239)_Apple_healthy_hsv_hsv,Apple_healthy,hsv_hsv,0.30028934,0.352478025,0.412096295,0.0121525355,0.0062125068,0.353168315,0.222233365,0.12363252,0.35404024
image (1239)_Apple_healthy_Apple_healthy,image (1239)_Apple_healthy_lab_lab,Apple_healthy,lab_lab,0.28715867,0.26321411,0.28627837,0.028346135,0.00633826635,0.343498825,0.150299075,0.12664795,0.309107855
image (1239)_Apple_healthy_Apple_healthy,image (1239)_Apple_healthy_medianblursmallnoise_medianblursmallnoise,Apple_healthy,medianblursmallnoise_medianblursmallnoise,0.27154775,0.35655682,0.386810305,0.0141730675,0.00692514285,0.38402265,0.171984155,0.12702942,0.345083385
image (1239)_Apple_healthy_Apple_healthy,image (1239)_Apple_healthy_morphologicalgradient_morphologicalgradient,Apple_healthy,morphologicalgradient_morphologicalgradient,0.31702142,0.321663305,0.38279483,0.031168084,0.0074045281,0.34460769,0.217188785,0.128487035,0.3233739
image (1271)_Apple_healthy_Apple_healthy,image (1271)_Apple_healthy_bilateralfilter_bilateralfilter,Apple_healthy,bilateralfilter_bilateralfilter,0.3176609,0.32735093,0.396015495,0.0333768185,0.0071944477,0.367209165,0.2128101949999999,0.122205785,0.31633466
image (1271)_Apple_healthy_Apple_healthy,image (1271)_Apple_healthy_cannyedge_cannyedge,Apple_healthy,cannyedge_cannyedge,0.320301885,0.32725958,0.38762299,0.032184435,0.0076459801,0.349865795,0.22399736,0.132660245,0.328122015
image (1271)_Apple_healthy_Apple_healthy,image (1271)_Apple_healthy_hsv_hsv,Apple_healthy,hsv_hsv,0.308770075,0.35397001,0.4045274399999999,0.016784668,0.0074428980999999,0.3612264149999999,0.22432115,0.1215108225,0.363345665
image (1271)_Apple_healthy_Apple_healthy,image (1271)_Apple_healthy_lab_lab,Apple_healthy,lab_lab,0.28366089,0.25787353,0.319264725,0.0245666505,0.0056966147,0.367024735,0.1439921049999999,0.133717855,0.30481974
image (1271)_Apple_healthy_Apple_healthy,image (1271)_Apple_healthy_medianblursmallnoise_medianblursmallnoise,Apple_healthy,medianblursmallnoise_medianblursmallnoise,0.327677415,0.35084024,0.39955647,0.020100911,0.0057271321,0.334503175,0.2100524899999999,0.11003621,0.35839845
image (1271)_Apple_healthy_Apple_healthy,image (1271)_Apple_healthy_morphologicalgradient_morphologicalgradient,Apple_healthy,morphologicalgradient_morphologicalgradient,0.1609802249999999,0.025685628,0.14953613,0.0,0.0,0.201288865,0.023142496,0.1051584875,0.2162933349999999
image (128)_Apple_healthy_Apple_healthy,image (128)_Apple_healthy_bilateralfilter_bilateralfilter,Apple_healthy,bilateralfilter_bilateralfilter,0.2667282549999999,0.3476692,0.39561878,0.0111666589999999,0.00545617315,0.35793421,0.22016583,0.1170534075,0.36463882
image (128)_Apple_healthy_Apple_healthy,image (128)_Apple_healthy_cannyedge_cannyedge,Apple_healthy,cannyedge_cannyedge,0.288772585,0.3207015949999999,0.353889475,0.018424988,0.0090026855,0.3826141349999999,0.188789365,0.143051145,0.35053253
