Subname,Name,Category,Modification,Red,Green,Blue,Blue_Yellow,Green_Magenta,Lightness,Hue,Saturation,Value
image (137)_Apple_scab_Apple_scab,image (137)_Apple_scab_bilateralfilter_bilateralfilter,Apple_scab,bilateralfilter_bilateralfilter,0.37984115,0.36647503,0.400249785,0.0353886525,0.013982333,0.31369282,0.23749425,0.17821972,0.31246772
image (137)_Apple_scab_Apple_scab,image (137)_Apple_scab_cannyedge_cannyedge,Apple_scab,cannyedge_cannyedge,0.40229349,0.43963264,0.43355157,0.0405479875,0.0117133645,0.31415154,0.235658535,0.20868638,0.35057068
image (137)_Apple_scab_Apple_scab,image (137)_Apple_scab_hsv_hsv,Apple_scab,hsv_hsv,0.37555695,0.3789244,0.39725469,0.035983117,0.016120385,0.305136325,0.2460742799999999,0.19230678,0.304011645
image (137)_Apple_scab_Apple_scab,image (137)_Apple_scab_lab_lab,Apple_scab,lab_lab,0.398660005,0.397916375,0.431418115,0.038987171,0.00943534,0.31740213,0.25398157,0.18547154,0.31949779
image (137)_Apple_scab_Apple_scab,image (137)_Apple_scab_medianblursmallnoise_medianblursmallnoise,Apple_scab,medianblursmallnoise_medianblursmallnoise,0.381841885,0.395891135,0.432158675,0.0336251615,0.0097135219999999,0.31176311,0.22073141,0.194661205,0.32826867
image (137)_Apple_scab_Apple_scab,image (137)_Apple_scab_morphologicalgradient_morphologicalgradient,Apple_scab,morphologicalgradient_morphologicalgradient,0.376530015,0.379368405,0.406730775,0.035373235,0.01584715825,0.307167175,0.248905765,0.18941589,0.30392146
image (142)_Apple_scab_Apple_scab,image (142)_Apple_scab_bilateralfilter_bilateralfilter,Apple_scab,bilateralfilter_bilateralfilter,0.42287387,0.46366177,0.39021419,0.034009494,0.0015845665,0.33240687,0.2051720249999999,0.225272545,0.38742651
image (142)_Apple_scab_Apple_scab,image (142)_Apple_scab_cannyedge_cannyedge,Apple_scab,cannyedge_cannyedge,0.228990825,0.19934518,0.22757394,0.0,0.0,0.16850062,0.21329608,0.310952325,0.324249265
image (142)_Apple_scab_Apple_scab,image (142)_Apple_scab_hsv_hsv,Apple_scab,hsv_hsv,0.42052269,0.462627415,0.41735173,0.0430822375,0.01244545,0.32675266,0.220227245,0.219106675,0.3680706
image (142)_Apple_scab_Apple_scab,image (142)_Apple_scab_lab_lab,Apple_scab,lab_lab,0.2227783199999999,0.20866394,0.240453085,0.0,0.0,0.174331665,0.216293335,0.35324096,0.322723385
image (142)_Apple_scab_Apple_scab,image (142)_Apple_scab_medianblursmallnoise_medianblursmallnoise,Apple_scab,medianblursmallnoise_medianblursmallnoise,0.3505070999999999,0.281524655,0.29042561,0.0638961775,0.000699361175,0.1935323,0.201161705,0.3054936649999999,0.35584767
image (142)_Apple_scab_Apple_scab,image (142)_Apple_scab_morphologicalgradient_morphologicalgradient,Apple_scab,morphologicalgradient_morphologicalgradient,0.4004544949999999,0.39367675,0.43419239,0.035858154,0.008667347,0.32143705,0.245932645,0.18738148,0.3285873649999999
image (154)_Apple_scab_Apple_scab,image (154)_Apple_scab_bilateralfilter_bilateralfilter,Apple_scab,bilateralfilter_bilateralfilter,0.391119875,0.41829702,0.433762015,0.0372603145,0.0107636319999999,0.304969585,0.23133562,0.20438529,0.337775975
image (154)_Apple_scab_Apple_scab,image (154)_Apple_scab_cannyedge_cannyedge,Apple_scab,cannyedge_cannyedge,0.3835778549999999,0.407329375,0.427125635,0.03627978,0.010480379,0.3032082,0.227817735,0.19908705,0.33097517
image (154)_Apple_scab_Apple_scab,image (154)_Apple_scab_hsv_hsv,Apple_scab,hsv_hsv,0.37288222,0.406061215,0.425116955,0.0366743219999999,0.011905404,0.3112793,0.23076257,0.197778745,0.32401861
image (154)_Apple_scab_Apple_scab,image (154)_Apple_scab_lab_lab,Apple_scab,lab_lab,0.351969395,0.3901587549999999,0.3803253199999999,0.0460730649999999,0.0022888184,0.28216045,0.223202175,0.267155965,0.3260718449999999
image (154)_Apple_scab_Apple_scab,image (154)_Apple_scab_medianblursmallnoise_medianblursmallnoise,Apple_scab,medianblursmallnoise_medianblursmallnoise,0.400647255,0.38815412,0.4313555599999999,0.0350431965,0.00847036225,0.318648605,0.2431436049999999,0.184466615,0.32490817
image (154)_Apple_scab_Apple_scab,image (154)_Apple_scab_morphologicalgradient_morphologicalgradient,Apple_scab,morphologicalgradient_morphologicalgradient,0.398857205,0.40224806,0.432068615,0.0380716215,0.0092023685,0.31823995,0.25522681,0.1919310799999999,0.3279226899999999
image (170)_Apple_scab_Apple_scab,image (170)_Apple_scab_bilateralfilter_bilateralfilter,Apple_scab,bilateralfilter_bilateralfilter,0.372404215,0.41310928,0.36764705,0.0487832465,0.0024234548,0.29462926,0.19881305,0.27806899,0.34525254
image (170)_Apple_scab_Apple_scab,image (170)_Apple_scab_cannyedge_cannyedge,Apple_scab,cannyedge_cannyedge,0.39751689,0.38337708,0.4230584,0.03426446,0.0082821318499999,0.318883275,0.24204678,0.180435185,0.323020085
image (170)_Apple_scab_Apple_scab,image (170)_Apple_scab_hsv_hsv,Apple_scab,hsv_hsv,0.3979186999999999,0.4670105,0.400878905,0.0353698729999999,0.0016479492,0.33300781,0.21337891,0.23324585,0.375640875
image (170)_Apple_scab_Apple_scab,image (170)_Apple_scab_lab_lab,Apple_scab,lab_lab,0.36029053,0.37991333,0.424285885,0.031539917,0.0102386475,0.30616761,0.24320984,0.179641725,0.317214965
image (170)_Apple_scab_Apple_scab,image (170)_Apple_scab_medianblursmallnoise_medianblursmallnoise,Apple_scab,medianblursmallnoise_medianblursmallnoise,0.37744573,0.371193675,0.398956565,0.0346225965,0.016258037,0.3043588299999999,0.244079865,0.1872104849999999,0.30790346
image (170)_Apple_scab_Apple_scab,image (170)_Apple_scab_morphologicalgradient_morphologicalgradient,Apple_scab,morphologicalgradient_morphologicalgradient,0.3931949,0.41038111,0.427754715,0.031534829,0.01026622,0.330245705,0.234557035,0.16927887,0.33151727
image (175)_Apple_scab_Apple_scab,image (175)_Apple_scab_bilateralfilter_bilateralfilter,Apple_scab,bilateralfilter_bilateralfilter,0.33852714,0.3122602,0.33694676,0.054768152,0.000599452435,0.215257915,0.205285205,0.266265865,0.34174238
image (175)_Apple_scab_Apple_scab,image (175)_Apple_scab_cannyedge_cannyedge,Apple_scab,cannyedge_cannyedge,0.403771025,0.40301788,0.43218563,0.039487008,0.0095563055,0.32018025,0.2481509499999999,0.1862746049999999,0.32359392
image (175)_Apple_scab_Apple_scab,image (175)_Apple_scab_hsv_hsv,Apple_scab,hsv_hsv,0.38063678,0.37728406,0.39124796,0.0358931515,0.016854662,0.3091024599999999,0.23973798,0.18971295,0.31038336
image (175)_Apple_scab_Apple_scab,image (175)_Apple_scab_lab_lab,Apple_scab,lab_lab,0.42540859,0.403541235,0.44248339,0.037502235,0.0104554945,0.3402172799999999,0.248514095,0.182535945,0.3344898549999999
